paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_087114,MO_001,Dielectric and energy harvesting properties of functionalized composite nanofibers consisting of Boc-Phe-Leu self-assembled dipeptide inclusions in biocompatible polymeric matrices,2023,0,textile/yarn/fabric,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,textile/yarn/fabric -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,textile/fibre,self-powered,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_087141,MO_001,Porous flexible molecular-based piezoelectric composite achieves milliwatt output power density,2024,0,TPU/PU,piezoelectric sensor,voltage output,self-powered/energy storage,piezoelectric sensor -> voltage output -> self-powered/energy storage,TPU/PU -> piezoelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25,0,other,self-powered,voltage,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_087745,MO_002,Smart hydrogels with wide visible color tunability,2022,0,hydrogel,gas/chemical sensor,optical/fluorescence,wearable/flexible electronics,gas/chemical sensor -> optical/fluorescence -> wearable/flexible electronics,hydrogel -> gas/chemical sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,hydrogel/organogel,gas/chemical,frequency/wavelength,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_087865,MO_001,Engineered kirigami design of PVDF-Pt core–shell nanofiber network for flexible transparent electrode,2023,0,PVDF,pressure sensor,current signal,wearable/flexible electronics,pressure sensor -> current signal -> wearable/flexible electronics,PVDF -> pressure sensor -> current signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,elastomer/polymer,mechanical,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_088128,MO_001,Artificial fast-adapting mechanoreceptor based on carbon nanotube percolating network,2022,0,CNT,tactile sensor,resistance/conductivity change,robotics/tactile,tactile sensor -> resistance/conductivity change -> robotics/tactile,CNT -> tactile sensor -> resistance/conductivity change -> robotics/tactile,2,0,0,0,0,2022-25,0,carbon,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_088267,MO_006,"Stimuli-responsive hydrogels, their mass transfer, intermolecular interactions, and applications in biomedical devices",2025,0,hydrogel,temperature sensor,optical/fluorescence,environmental monitoring,temperature sensor -> optical/fluorescence -> environmental monitoring,hydrogel -> temperature sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,1,hydrogel/organogel,thermal,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_088611,MO_002,Smart photonic crystal hydrogels for visual glucose monitoring in diabetic wound healing,2024,0,hydrogel,pH sensor,optical/fluorescence,environmental monitoring,pH sensor -> optical/fluorescence -> environmental monitoring,hydrogel -> pH sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,0,hydrogel/organogel,gas/chemical,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_088729,MO_001,Porous Poly(vinylidene fluoride-co-hexafluoropropylene)/copper oxide nanocomposite membranes for piezoelectric strain sensing,2025,0,PVDF,strain sensor,voltage output,health monitoring,strain sensor -> voltage output -> health monitoring,PVDF -> strain sensor -> voltage output -> health monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,mechanical,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_088802,MO_001,Aligned nanofibrous collagen membranes from fish swim bladder as a tough and acid-resistant suture for pH-regulated stomach perforation and tendon rupture,2022,0,textile/yarn/fabric,pH sensor,optical/fluorescence,robotics/tactile,pH sensor -> optical/fluorescence -> robotics/tactile,textile/yarn/fabric -> pH sensor -> optical/fluorescence -> robotics/tactile,2,0,0,0,0,2022-25,0,textile/fibre,gas/chemical,frequency/wavelength,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_089264,MO_004,Unveiling the potential of Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub> MXene for gas sensing: recent developments and future perspectives,2023,0,MXene,gas/chemical sensor,performance metric,wireless/IoT,gas/chemical sensor -> performance metric -> wireless/IoT,MXene -> gas/chemical sensor -> performance metric -> wireless/IoT,2,0,0,0,0,2022-25,1,carbon,gas/chemical,other,interface/readout,Application transfer,"(0, 0, 1)"
P_089264,MO_007,Unveiling the potential of Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub> MXene for gas sensing: recent developments and future perspectives,2023,0,MXene,triboelectric sensor,resistance/conductivity change,self-powered/energy storage,triboelectric sensor -> resistance/conductivity change -> self-powered/energy storage,MXene -> triboelectric sensor -> resistance/conductivity change -> self-powered/energy storage,2,0,0,0,0,2022-25,1,carbon,self-powered,resistance/conductance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_089479,MO_001,Pop-up kirigami thermoelectric generator with high stretchability and conformal thermal interfaces,2025,0,Cu/Ni,electrode,voltage output,environmental monitoring,electrode -> voltage output -> environmental monitoring,Cu/Ni -> electrode -> voltage output -> environmental monitoring,2,0,0,0,0,2022-25,0,metal,bio/electrochemical,voltage,environmental,Higher-order recombination,"(0, 0, 0)"
P_089683,MO_001,Fully implanted battery-free high power platform for chronic spinal and muscular functional electrical stimulation,2023,0,Au,strain sensor,voltage output,rehabilitation,strain sensor -> voltage output -> rehabilitation,Au -> strain sensor -> voltage output -> rehabilitation,2,0,0,0,0,2022-25,0,metal,mechanical,voltage,other,Higher-order recombination,"(0, 0, 0)"
P_089887,MO_001,Soil pH periodic assortment with smart irrigation using aerial triboelectric nanogenerator,2023,0,PET/PI/PVA,humidity sensor,chemical signal,self-powered/energy storage,humidity sensor -> chemical signal -> self-powered/energy storage,PET/PI/PVA -> humidity sensor -> chemical signal -> self-powered/energy storage,2,0,0,0,0,2022-25,0,elastomer/polymer,humidity/moisture,other,energy/self-powered,Application transfer,"(0, 0, 1)"
P_090077,MO_001,Autonomous nanorobots with powerful thrust under dry solid-contact conditions by photothermal shock,2023,0,ZnO/oxide,humidity sensor,chemical signal,robotics/tactile,humidity sensor -> chemical signal -> robotics/tactile,ZnO/oxide -> humidity sensor -> chemical signal -> robotics/tactile,2,0,0,0,0,2022-25,0,ceramic/oxide,humidity/moisture,other,motion/human activity,Application transfer,"(0, 0, 1)"
P_090118,MO_001,3D printing of liquid crystal elastomers-based actuator for an inchworm-inspired crawling soft robot,2022,0,PDMS/Ecoflex,temperature sensor,voltage output,robotics/tactile,temperature sensor -> voltage output -> robotics/tactile,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,2,0,0,0,0,2022-25,0,elastomer/polymer,thermal,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_091395,MO_003,Unlocking the potential of 2D nanomaterial-based biosensors in biomarker-based detection of <i>Helicobacter pylori</i>,2025,0,nanomaterial,biosensor/electrochemical,optical/fluorescence,sweat/biomarker monitoring,biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,nanomaterial -> biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,1,other,gas/chemical,frequency/wavelength,other,Higher-order recombination,"(0, 0, 0)"
P_091776,MO_001,Upconversion Nanoparticle-Based Fluorescent Film for Distributed Temperature Monitoring of Mobile Phones’ Integrated Chips,2023,0,PDMS/Ecoflex,optical sensor,temperature/thermal signal,environmental monitoring,optical sensor -> temperature/thermal signal -> environmental monitoring,PDMS/Ecoflex -> optical sensor -> temperature/thermal signal -> environmental monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,optical,other,environmental,Higher-order recombination,"(0, 0, 0)"
P_091814,MO_001,Mn-doped MoS <sub>2</sub> -based nano-cored-yarn electrode with high voltage energy storage,2025,0,MoS2/TMD,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,MoS2/TMD -> electrode -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,other,bio/electrochemical,voltage,wearable/e-skin,Material implementation,"(1, 0, 0)"
P_091909,MO_002,"Intelligent Mobile Diagnostic Platforms for Food Safety Control: Functions, Classifications and Applications",2025,0,hydrogel,optical sensor,optical/fluorescence,wireless/IoT,optical sensor -> optical/fluorescence -> wireless/IoT,hydrogel -> optical sensor -> optical/fluorescence -> wireless/IoT,2,0,0,0,0,2022-25,1,hydrogel/organogel,optical,frequency/wavelength,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_092044,MO_001,Boosting the irregular wave energy harvesting performance of oscillating float-type TENGs <i>via</i> staggered alignment pairing-induced current superposition,2025,0,Cu/Ni,triboelectric sensor,current signal,wireless/IoT,triboelectric sensor -> current signal -> wireless/IoT,Cu/Ni -> triboelectric sensor -> current signal -> wireless/IoT,2,0,0,0,0,2022-25,0,metal,self-powered,current,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_092163,MO_001,Auxetic Photonic Patterns with Ultrasensitive Mechanochromism,2024,0,TPU/PU,optical sensor,mechanical deformation,health monitoring,optical sensor -> mechanical deformation -> health monitoring,TPU/PU -> optical sensor -> mechanical deformation -> health monitoring,2,0,0,0,0,2022-25,0,other,optical,mechanical,healthcare,Material implementation,"(1, 0, 0)"
P_092176,MO_001,Stainless Steel Foil-Based Label-Free Modular Thin-Film Electrochemical Detector for Solvent Identification,2022,0,polymer/elastomer,gas/chemical sensor,resistance/conductivity change,portable electronics,gas/chemical sensor -> resistance/conductivity change -> portable electronics,polymer/elastomer -> gas/chemical sensor -> resistance/conductivity change -> portable electronics,2,0,0,0,0,2022-25,0,elastomer/polymer,gas/chemical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_093576,MO_001,Stretchable π-conjugated polymer electrets for mechanoelectric generators,2023,0,TPU/PU,electrode,mechanical deformation,wearable/flexible electronics,electrode -> mechanical deformation -> wearable/flexible electronics,TPU/PU -> electrode -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,other,bio/electrochemical,mechanical,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_093685,MO_006,Emerging 2D Materials and Their Hybrid Nanostructures for Label‐Free Optical Biosensing: Recent Progress and Outlook,2025,0,MXene,SERS substrate,optical/fluorescence,environmental monitoring,SERS substrate -> optical/fluorescence -> environmental monitoring,MXene -> SERS substrate -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,1,carbon,other,frequency/wavelength,environmental,Material implementation,"(1, 0, 0)"
P_093685,MO_009,Emerging 2D Materials and Their Hybrid Nanostructures for Label‐Free Optical Biosensing: Recent Progress and Outlook,2025,0,graphene/rGO,biosensor/electrochemical,frequency/wavelength signal,sweat/biomarker monitoring,biosensor/electrochemical -> frequency/wavelength signal -> sweat/biomarker monitoring,graphene/rGO -> biosensor/electrochemical -> frequency/wavelength signal -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,1,carbon,gas/chemical,frequency/wavelength,other,Application transfer,"(0, 0, 1)"
P_093685,MO_010,Emerging 2D Materials and Their Hybrid Nanostructures for Label‐Free Optical Biosensing: Recent Progress and Outlook,2025,0,MXene,biosensor/electrochemical,performance metric,sweat/biomarker monitoring,biosensor/electrochemical -> performance metric -> sweat/biomarker monitoring,MXene -> biosensor/electrochemical -> performance metric -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,1,carbon,gas/chemical,other,other,Higher-order recombination,"(0, 0, 0)"
P_093725,MO_001,"Design, simulation, and static testing of an eco-friendly prosthetic foot using ramie-PLA composite",2025,0,PMMA/PLA,strain sensor,mechanical deformation,robotics/tactile,strain sensor -> mechanical deformation -> robotics/tactile,PMMA/PLA -> strain sensor -> mechanical deformation -> robotics/tactile,2,0,0,0,0,2022-25,0,other,mechanical,mechanical,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_093918,MO_002,Exploring Nanocellulose-Based Materials for Energy Conversion and Storage Devices,2024,0,CNT,electrode,resistance/conductivity change,self-powered/energy storage,electrode -> resistance/conductivity change -> self-powered/energy storage,CNT -> electrode -> resistance/conductivity change -> self-powered/energy storage,2,0,0,0,0,2022-25,1,carbon,bio/electrochemical,resistance/conductance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_093933,MO_001,"A new multifunctional energy harvester based on mica nanosheet-dispersed PVDF nanofabrics featuring piezo-capacitive, piezoelectric and triboelectric effects",2023,0,PVDF,piezoelectric sensor,capacitance change,wearable/flexible electronics,piezoelectric sensor -> capacitance change -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,capacitance,wearable/e-skin,Transduction novelty,"(0, 1, 0)"
P_093933,MO_002,"A new multifunctional energy harvester based on mica nanosheet-dispersed PVDF nanofabrics featuring piezo-capacitive, piezoelectric and triboelectric effects",2023,0,PVDF,triboelectric sensor,energy output,health monitoring,triboelectric sensor -> energy output -> health monitoring,PVDF -> triboelectric sensor -> energy output -> health monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,other,healthcare,Multi-layer novelty,"(0, 1, 1)"
P_094531,MO_001,Dispersive Liquid–Liquid Microextraction (DLLME) Coupled with Droplet Evaporation on an Omniphobic Nano/Micro Structured Porous Microfiber Membrane for Surface-Enhanced Raman Spectroscopy,2025,0,textile/yarn/fabric,SERS substrate,optical/fluorescence,environmental monitoring,SERS substrate -> optical/fluorescence -> environmental monitoring,textile/yarn/fabric -> SERS substrate -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,0,textile/fibre,other,frequency/wavelength,environmental,Material implementation,"(1, 0, 0)"
